EmpDepartment,EmpDepartmentName
77405,77405 REHAB PT BURNSVILLE
93429,Coordinators
65716,Psych - Non Nursing
73808,Pulmonary
79615,Pediatric Therapy
71737,IV Insertion
87101,Childbirth Education
74900,Speech Therapy
94803,Navigators
73207,Pathology
94515,Cardiovascular Dept
76979,Rehab Social Services
70802,First Assist
94826,Employee Health
69316,Patient Unit ARC
75967,Speech Therapy
75934,Speech Therapy
77706,Reston Therapy and Fitness
79616,Liver Post
91941,Methodist Hill Country
73251,Radiology North
91331,Kendall Regional Medical Cente
77320,BPE IMAGIN-Brighton Park SMC
68827,Education
76824,Case Management
80325,Clinical Dieticians
70201,Perfusion
71319,CH Retail Pharmacy
76710,Peds Outpatient Therapy
78912,78912 SANE PROGRAM
75419,Respiratory Therapy
77725,Rehab Therapies
76609,Occupation Therapy
93010,Quality Coordinators
80125,First Assist - Surgery
71253,Pharmacy
84801,Surgical First Assist
76614,Occupational Therapy
79126,Pathology
96307,Health Drive
75935,ST
79722,Valve Clinic
79678,FSED - Leander Laboratory
77912,77912 OP PSYCH
70308,CV OR
76043,Behavioral Health Partial Prog
68008,Burn Administration
75600,Sleep Lab
84707,Chip Surgical First Assist
68929,Case Management
92324,Texas Orthopedic Hospital
85722,Advanced Clinical Applications
76703,Recreation Therapy
80114,Registered Dietitians
75602,Pharmacy Residents
92224,Rio Grande Regional Hospital
64222,Child Life
76755,Rehab Therapy
68906,Case Management
91741,Methodist Hos
75909,Speech Therapy
68902,68902 CASE MANAGEMENT
73217,Path Anatomical
76828,Social Services
78904,Residents
79516,FSED Imaging
77011,CFC
92734,Employee Health
73800,MRI
79981,Lactation
68825,Inservice Education
94715,Employee Health
76267,Physical Therapy
77718,Outpatient
80113,Dieticians Forest
73659,Lab
65723,Psych Non-Nursing
75962,Speech Therapy
94167,Supply Cost Management
95900,Case Management
70251,First Assists
91418,Rehab Admin
73050,Occupational Therapy
88205,88205 ATHLETIC TRAINING
91519,Guest Relations
71269,Pharmacy
77719,Support Line
95601,BH Social
91824,Kingwood Medical Center
91328,Gulf Coast Regional Medical Ce
70644,Surgical First Assists
76726,Rehabilitation OT
76626,Occupational Therapy
72160,Lactation Consultant
91739,Round Rock Medical Center
96009,Behavior Health Admin
80309,Dietician
61320,Behavorial Assessment
95114,Case Management
84715,Birth Certificates
70562,Surgical First Assists
77437,JW OP Rehab
91039,St Davids Medical Center
73176,Rehab Unit
76673,Occupational Therapy
83309,Cancer Resource Center
77119,Occupational Therapy
70910,BARIATRIC
70657,Surgical First Assist
85116,Division
71427,Med Rec
76605,Occupational Therapy
71337,Pharmacy Residency Program
77517,Oncology Rehab
71255,Pharmacy
70241,OR First Assists
88522,Phlebotomy
94818,Employee Health
76236,PHYS THERAPY
76030,Partial Hospitalization
79902,OP Diabetes
70911,BH Social Services
68905,68905 CASE MANAGEMENT
76644,Occupational Therapy
91425,Medical City Fort Worth
93612,93612 CARE ASSURE
96707,Rehab Admin
77942,OP BH
86112,College of Nursing
75973,Speech Therapy
91628,Ocala Regional Medical Center
94000,Navigator
78424,Safe T
80405,Dietitian
92436,Employee Health
75957,Speech Therapy
82623,PNTT
89616,Stroke/Sepsis
89827,Palliative
92132,Memorial Health Umc Savannah
95711,Psych Intake
76724,Rehabilitation OT
75917,Speech Therapy
93540,Women's Place
73511,ED Lab
74010,West ED Support
80601,Case Management
76653,Occup Therapy
73900,Nuclear Medicine
76937,Occupational Thpy JW
76635,Occupational Therapy
92220,Comm Ed
75037,Cardiac US
63700,Lactation
68629,Lactation
82810,NICU Transport
75940,Speech Therapy
95701,BH Intake
76473,Cancer Treatment Center
91232,Doctors Hospital Of Augusta
67722,Lactation Services
76816,BHU Social Work
68612,OP Lactation Education
79977,Community Education
70559,Surgical First Assist
77911,PHP/IOP
92424,Woman'S Hospital Of Texas
74258,Cardiac Rehab
61767,Sun City Rehab Clinic
91923,Wesley Medical Center
92614,Intake - Pysch
60710,Ortho
96340,First Assist
80326,Nutrition
71012,71012 LACTATION SVCS
76018,Day Treatment Adult
75615,Lab Immunology
75915,Speech Therapy
73855,Pulmonary Lab
73163,Ancillary IP Rehab
76631,Occupational Therapy
77902,IOP Services
95623,Employee Health/Workers Comp
71643,Pharmacy Parham
75611,Res Therapy
70245,Surgical First Assists
94523,Employee Health
74320,EP Lab
87012,87012 NAVIGATORS
78231,Employee Health
91125,Medical City Arlington
91123,P-Sl Medical Center
76406,Radiation Therapy
91851,Chaplain
75534,HBO
92212,92212 DIABETES
91225,Medical City Dallas
92274,Lactation Consultants
80823,CV Services
91531,Mercy Hospital
80116,First Assist
75924,Speech Therapy
70652,Surgical First Assists
76010,Audiology
68810,Nursing Educators
71335,Pharmacy Residents
74279,Cardiopulmonary Rehab
62018,Float Pool
79437,Swift Creek FSED Lab
76606,Occupational Therapy
76977,Nutritional Support
93909,Clinical Coordinators
76115,BHC Activities Therapy
89776,Coordinators
85821,Lactation
84411,Trauma Administration
80206,Registered Dietician
87520,Resource Management
77615,Chemistry
68924,Case Management
92129,Portsmouth Regional Hospital
73692,Lab
79510,Valve Clinic
75905,Speech Therapy
91757,Case Management
93516,BHU Utilization Mgmt
94615,Quality Management
96736,Inpatient Rehab Admin
82611,Air Transport Services
70655,Surgical First Assists
92225,Medical City Plano
89610,BH Admin
60218,Nursing Float Pool
75918,Speech Rehab
76105,Adult IOP
73712,73712 LAB AMBULATORY
75523,Wound Care Center
80115,Registered Dietitians
91041,Stone Oak Hos
77950,Adult IOP
92401,Employee Health
91922,Hendersonville Medical Center
78819,FSED Pharmacy
76632,Occupational Therapy
72522,Mammography
84616,Womens Care Education
84808,OR-First Assist
96705,IRF Overhead
82710,Peds ICU Patient Transport
92229,Education
84809,First Assist
77650,Laboratory Portland ED
79124,HBED Lab
77611,Laboratory
92331,Westside Regional Medical Cent
68650,Intake - Bayview
70219,First Assist
76681,Occupational Therapy
71148,First Assist
94530,Rehab Svc
60313,WP Float Pool
91777,Case Management
92442,Employee Health
77421,PT Outpatient
82527,Children s Transport Serv
92405,Employee Health
76409,Radiation Oncology
91939,Del Sol Medical Center
75977,Speech Therapy
91443,IP Rehab Administration
96980,Employee Health
71352,Pharmacy Residency
90716,BMT Donor
93643,Employee Health-Parham
76423,Radiation Oncology
74217,Cardiac Wellness Center
93329,Cardiac Admin
68607,Lactation
93000,Child Life Specialists
91224,Mainland Medical Center
95604,BH Social Services
75926,Speech Therapy
68965,Case Management
77737,Comprehensive Therapies
79550,Laboratory NW
73204,Lab Pathology
75020,Echosonography
91227,Cache Valley Hospital
66858,Lactation
91580,Discharge Call
86192,Inf Cntrl
91639,South Austin Medical Center
91124,Clear Lake Regional Medical Ce
75925,Speech Therapy
70563,Surgical First Assists
73305,Pharmacy
76510,Rehab - Sugarmill Woods
76101,Occupational Health
70631,Surgical First Assists
68903,68903 CASE MANAGEMENT
70635,Surgical First Assists
76416,Radiation Therapy Clinic
92228,West Florida Hospital
93408,Infection Control
72115,BHC Ancillary
78815,Pharmacy Resident Program
68750,Edu/Core Measures
71311,Pharmacy
77612,77612 GENETICS
74223,Cardiac Rehabilitation
74419,EKG
76674,Occupational Therapy
77055,OP Occupational Therapy
92214,Education Outpatient/Diabetic
94227,Education Direct
81518,Trauma Program
96822,First Assist Sub-function
79163,OB Clinic  Edinburg
94011,Admin Support
70324,CVOR
79206,79206 REHAB PT CASHIERS
75622,IP Wound
92625,Rapides Regional Medical Cent
92431,JFK Medical Center North Campu
74224,Cardiac Rehabilitation
71338,COE Pharmacy - West Florida
93353,Lactation
79115,Lab Hematology
84223,Quality Management
93358,CV Administration
93230,Navigators
79501,Cardiovascular Support
89820,Case Management
72716,Taylorsville Imaging
94662,Wound Care
68969,Case Management
87110,Pharmacy Residents
71307,Pharmacy FSED
91525,Medical City Frisco
79910,Childrens Wellness Program
91908,Marketing Programs
78302,Trauma Svcs
95930,Psych Intake
74127,CT Scan-Brookside
91521,Trauma
71310,Pharmacy Residents
77502,Wound Care
75959,Speech Therapy
95185,Bariatrics Cent
74019,OP Cardiac Rehab
79513,Valve Clinic
73123,Rad OR Techs
77150,IROC Lab
89316,Employee Health
72079,Parent Education
93319,CH Case Management
70273,NSG - RWCH OR
72350,Ultrasound BAMC
70658,"Surgical, First Assists"
79801,Ctr for Diabetes/Endocrinology
75908,Speech Therapy
79417,FSED Imaging
93526,Woman's Place
92206,Employee Health
91812,Chaplain
76261,Physical Therapy
64426,WC Transport Team
65710,PSYCH NON CLINICAL
74207,Cardiac Rehab
71263,Pharmacy
66352,Lactation Consultants
71315,Drug Diversion/Narcotic
85651,Sports Medicine
91528,North Florida Regional Medical
96404,Case Mgmt   Rehab
70552,First Assists
71451,Pharmacy Residents
79500,ODC Mammography
75932,Speech Therapy
86662,NICU NP
75942,Speech Therapy
76634,Occupational Therapy
79874,Sports Advantage
77115,Lab Microbiology
76680,Occupational Therapy
73510,CHoS Lab
71901,Integrative Services
77728,TOSH - Physical Therapy
73669,Core Lab
80106,Dietitians
79460,CL FSED Lab
77914,BHU Activities Therapy
91641,Metro Hos
92602,PARS
94422,Employee Health
76005,Adult PHP
94557,Employee Health
60424,Clinical Coordinators
60510,Central Resource Pool
92032,Trident Regional Medical Cente
73927,Heart Post Trans Clinic
69952,Employee Health
71377,Pharm Res
72514,Mammography
75619,CH RT
78230,Employee Health
77836,Wound Care
91329,Henrico Doctors Hospital
76026,Rehabilitation Speech
75817,Blood Bank
79224,Liver Transplant
85115,Surgical Assistants MOR
93837,Employee Health
74512,Sleep Lab
96650,Infection Control
75944,Speech Therapy
92427,Pastoral Resident
95662,Rapid Response
76621,Occupational Therapy
91239,North Austin Medical Center
66942,SSR Psych DPU
91925,Medical City Lewisville
77002,Women'sLink Support Services
74826,EEG
79515,Rehab Therapy OT
95810,Lactation
80408,Dietitians
76926,Nutrition Services
90115,Employee Health
73127,Wound Care
70473,NSG - PACU
81121,Float Pool
73827,Pulmonary Diagnostic
69312,IRF
75982,Speech Therapy
71402,Satellite Pharmacy
79652,Fairmont Laboratory
74221,Cardiac Rehab
75310,Cardiovascular Valve Clinic
72022,Maternal Fetal Transport Serv
92328,Lake Nona Medical Center
92410,Employee Health
96610,Bariatrics
68550,Utilization Review - Bayview
72125,Pharmacy Residency
73261,Pathology
70610,Surg First
92130,Palms Of Pasadena Hospital
89615,Infection Control
73201,Pathology Lab
96963,Employee Health
77903,IOP Adult
77129,Saginaw Laboratory
76306,Nuclear Medicine
80111,Dieticians Retreat
65722,Behavioral Health
69362,Rehabilitation Unit
76014,PHP
91803,Chaplain
77474,PT - Texas Sports Medicine
85879,Navigation
79342,Intensive Outpatient
78908,Pharm Residency
75821,Blood Bank
60145,Nursing Resource Pool
91878,Spiritual Care
91545,Employee Health
93355,Cardiac Admin
68930,68930 HOSPICE UNIT SOLACE
75953,Speech Therapy
87517,Wellness Center
94777,Bariatrics
85011,R First Assist
70642,Surgical First Assists
75484,RT
76174,Inpatient Speech Therapy
88223,Sepsis
91130,Brandon Regional Hospital
77417,OP Burn Rehab
75914,Speech Therapy
91431,Lawnwood Regional Medical Cent
67055,Nursery
75001,ECHO
77823,Family and Child Services
82317,Pharmacy Resident
94112,Quality Resources
76810,Psych Social Work
77810,WOUND CARE CLINIC
67605,Chantilly PHP
71323,Pharmacy- ED
75527,Burn Clinic
76042,PHP BH OP Services
78242,Adjunctive Therapy
68605,Eating Disorders
77924,Partial Day Psych
69724,Patient Education
82310,Family Life Education
91319,UR/Discharge
71124,First Assist
77809,PHP
75806,Blood Bank
68723,Nursing Education
67218,2ST PostPartum/OBGYN
77812,O/P Behavioral Health Program
91837,Chaplin
84620,Infection Prevention
92809,Transplant SW
65909,Psych Adult III
96476,Neuroscience
70937,Gamma Knife JW
88712,88712 RX RESIDENT ADMIN
91432,Grand Strand Medical Center
78268,Executive Wellness
76002,Frisbie PHP
91423,Sky Ridge Medical Center
91541,Northeast Hos
68610,Lactation
92522,Summit Medical Center
76318,Nuclear Medicine
91632,Memorial Satilla Health
78229,Company Care
84427,Psych Case Management
77412,Outpatient Physical Therapy
61224,PDU
94529,Navigators & Cancer Prog
60422,Clinical Coordinators
94028,Infection Control
77521,Oncology Rehab
74242,Cardiac Rehab
96985,EMPHEALTH
70222,Surgical First Assist
72914,Ultrasound
77505,Pet Scan
77429,Physical Therapy Outpatient
91324,Conroe Regional Medical Center
75900,Cardiovasc Ultrasnd
74219,Cardiac Rehab South
66317,Family Care Unit
88612,88612 RX RESIDENT
76878,ED Social Work
75818,Blood Bank
74408,EKG
96912,Bariatric
91141,Texsan Hos
93305,933 Infection Control
96327,First Assist
73816,Pulmonary Laboratory
91808,Chaplains
78820,James Island Lab
96953,Employee Health
73319,Gastro Lab
77602,PHP
79802,EMS Services
74225,Health Management Center
70902,Concord PHP
91629,Lewisgale Hospital-Montgomery
68973,DEPT 68973
92624,Valley Regional Medical Center
75510,Hyperbaric Chamber
76692,Occup Ther
77079,Spine Clinic
91839,Las Palmas Medical Center
67062,Nursery
91825,Medical City Las Colinas
68974,Case Management
91332,Fairview Park Hospital
78715,Wellness
75980,Speech Therapy
733G5,Endoscopy
75808,Blood Bank
74037,Summit CV OP Diagnostics
92027,West Valley Medical Center
77909,Outpatient IOP/PHP Program
73821,Pulmonary Lab
96823,First Assist Sub-Function
77559,Lymphedema
95908,Rehab Admin
76727,Gamma Knife
85343,P First Assist
71380,Sleep Lab
96369,First Assist
76825,Social Services
91323,Rose Medical Center
84913,Employee Health
94226,Education Direct
94532,Employee Health
76750,Occupational Therapy IP
76802,Social Work
79263,OB Clinic Alamo #792
95755,Psych Intake
79302,Dept 79302
92276,Lactation
91742,Quality
91027,Alaska Regional Hospital
65614,Behavioral Health Unit
76114,BHU Social Worker
75874,Blood Bank
82605,High Risk Transport
72450,Cat Scan BAMC
74232,Cardiac Rehab
88815,Employee/Occupational Health
94837,Employee Health
91507,91507 CASE MANAGEMENT
75813,Blood Bank Forest
91530,Fawcett Memorial Hospital
77518,Clinical Genetics
86528,Case Management
71913,Green Oaks OP Clinic
72116,Pain Clinic
78332,Trauma
74326,Vascular Diagnostic
74201,Cardiac Rehab/Wellness
74327,Heart Valve Clinic
91841,Chaplain
86129,Intensive OP Therapy
71322,Pharmacy Residency
78317,Sales
91439,Heart Hospital of Austin
63903,Discharge Lounge
70620,Surgical First Assists
85108,First Assists
92629,Terre Haute Regional Hospital
76017,Intake
91630,Largo Medical Center
75961,Speech Therapy
88203,88203 ATHLETIC TRAINING
92029,Parkland Medical Center
92822,Frankfort Reg Med Ctr
78818,Trauma ER
60308,Discharge Lounge
73326,G I  Lab
74116,Cardiopulmonary Rehab
87118,Pharm Res
74423,Cardiology
81516,Trauma
70634,Surgical First Assists.
79824,Hepatobiliary Clinic
77511,BH IOP
77402,77402 REHAB OP
73203,Histology
94814,Employee Health
94821,Employee Health
74751,Cardiac Liaisons
93427,Family Birthplace
79710,Structural Heart Clinic
76967,IP Rehab CM
87006,Infection Control
92030,Oak Hill Hospital
77516,Structural Heart
94428,Employee Health
71428,RX MED REC
91339,St Davids Georgetown
78615,Ambulatory Care
72537,JW Mammography
91325,Medical City Denton
91822,Pastoral Care
92781,Child Life
94018,OR Schedule
68802,Women's Resource Center
64803,ECMO
76705,Sports Medicine
67405,Chantilly Adol IOP
76978,Clin Diet
75014,Cardiology
92429,Spotsylvania Regional Medical
91823,Chaplain
70913,Behavioral Health IOP
73219,Pathology
84708,Employee Health
75931,Speech Therapy
68830,Women's Resource Center
89527,EMS Liaison
74076,Pulomonary Rehabilitation
78431,CV Admin Dept
84417,Navigator
91230,Citrus Memorial Hospital
77878,Valve Clinic
76574,Inpatient Physical Therapy
67730,Neurosciences
94109,MTN SIP
94034,Navigation
68404,Diabetes Mgmt Center
96718,Oncology Service Line
78211,Employee Health
601I0,Overhead RMC
92825,Decatur East
95859,Lactation
85221,Mom/Baby Support
92252,Community Education
90911,QM Retreat
73281,Pathology
96704,Rehab Administration
78977,Congestive Heart Failure Clini
74407,EKG
71916,Diabetes Center
96144,Employee Health
88812,88812 RX RESIDENT AMBULATORY
92231,HCA Florida Woodmont Hospital
81523,Navigators
60279,FLOAT POOL
75352,RH - Respiratory Therapy
76463,Cardiac Ancillary
76314,Nuclear Medicine
71945,Pharmacy Residency Program
66853,Adult Social Services
75969,Speech Therapy
94421,Risk Management
73110,High Risk Womens Program
79415,Rehab Therapy PT
71406,Residents
91327,Eastern Idaho Rmc
73822,Pulmonary Function
73874,Pulmonary Rehab
91807,Chaplain
79744,TAVR Clinic
79219,Adult/Adolescent PHP
93224,Employee Health
92128,Twin Cities Hospital
79118,FSED Lab
86602,Medical City North Hills
76867,SDGH Social Services
85121,Surgical Assistants
77901,Activity Therapy
94017,Child Life Specialist
92215,Lactation
90153,Patient Navigation
70021,Surgical Services  Support
72449,FSER Radiology
79527,Pediatric Specialty
76712,76712 SWC ECT
92322,Southern Hills Medical Center
70949,FSER Pharmacy
65615,Behavorial Health IP
79504,TAVR Valve Program
92023,Wesley Woodlawn Hospital & Er
70318,O R Open Heart
79541,FSER Pharmacy
85105,Lake Nona
92125,Medical City North Hills
72052,Pharmacy Satellite
90437,JW Mkt Call Ctr
68713,Plano Adult IOP CD
63014,Cardiac Medical Unit
91523,Swedish Medical Center
91524,North Cypress Medical Center
76661,Occupational Therapy
70317,SOC PACU
93819,EE Health
92131,St. Lucie Medical Center
73824,Pulmonary Diagnostic
79820,Imaging JIED
94205,Healthcare Navigators
68421,Diabetes Care
65000,Inpatient Rehabilitation Unit
94207,Healthcare Navigators
92426,Service Lines - Neuro/Onc
71329,Pharmacy Residents
90301,FB Admin
91441,Spec & Trans
79813,Court/OPC
72016,PICC
79517,Stroke Clinic
76704,RIWF Therapeutic Recreation
95507,IRB Committee
94817,Employee Health
88922,Sarah Cannon
91802,Chaplain Svcs
78203,Employee Health
91427,Lakeview Hospital
79912,79912 SPINE INTRVL
84408,EMS
72520,TMC Breast Care
82421,CareAssure
91231,JFK Medical Center
75201,Coumadin Clinic
77712,Wound Care
68904,68904 CASE MANAGEMENT
74062,CardioPulmonary Rehab
91631,Northwest Medical Center
91830,Memorial Hospital Of Tampa
91529,Lewisgale Hospital-Alleghany
65918,The Pavilion
74267,Cardiac Rehab
96382,First Assist
60267,Float Pool
92273,Employee Health
87514,Infection Control Empl Hlth
78726,Out Patient Infusion
91542,Outpatient
76315,Nuclear Medicine
93511,Case Management Retreat
76713,Activity Therapy
85262,Diabetes Education
81522,Navigators
70558,Surgical First Assist
96680,Infection Control
74437,EKG
74218,Cardiac Rehab
67578,NICU
77552,Sleep Lab
71551,Pharmacy SD FSER
73901,PBED Radiology
77461,Physical Therapy OP
93502,Utilization Management
91792,Quality
60213,Nursing Float Pool
92028,Putnam Community Medical Cente
78411,CV EMA
68888,OB Education
79809,Diabetic Education
91678,Human Resources
93711,Employee Health - Retreat
92430,St Petersburg General Hospital
73458,MRI
72614,Cat Scan
74316,Radiology Angiography
67518,NICU
66137,Mother Infant Unit
75213,Multi-Spec Heart Clinic
92406,Infection Ctrl/Employee Health
75500,Pulmonary Function
69763,PICC/Med Lines
74211,Cardiac Rehab
77520,Centre Pointe Imaging
71455,FSED Pharmacy
81319,Parent Education
74516,Vascular Lab Spec  Proc
77220,Moncks Corner Medical Imaging
93841,Employee Health
92230,Regional Medical Center Bayone
91622,Human Resources
60203,Float Pool
76326,Nuclear Medicine
95610,Centers Of Excellence
74220,Cardiac Rehab
74273,Cardiac Rehabilitation
94108,Div Clin Resource
91831,University Hospital
76074,Outpatient Psych
89212,89212 SPINE REGISTRY
77526,Trauma Admin
89023,Pharmacy Residents
96785,Quality/Risk
78313,AirLife Critical Care
74051,Radiology SD FSER
72505,72505 IMAGING MA
70632,OR FAS
90102,Employee Health
94819,Employee Health
76910,Wound Care
76582,Sleep Therapy
79730,Valve Clinic
67201,BHU POD
95709,95709 NCD EMERGENCY MANAGEMENT
95352,Sepsis Innovation Grant
96142,Employee Health
79105,Educational Services
91931,Raulerson Hospital
90543,Business Office
74214,Cardiac Rehab
71331,Pharmacy Residency
94823,Employee Health
87122,Pharmacy Residents
78436,DALLAS VALVE INST
92022,Horizon Medical Center
94702,Neuro Admin
88911,Patient Safety
76158,Pelvic Floor
60800,5 East Orthopedic
87120,TMC Pharm Residents
92706,Clinical Improvement Process
76011,ECT
83720,Cancer Center Support Svs
73237,Pathology
88202,88202 ATHLETIC TRAINING
79828,Trauma Services
79061,OB/Maternal Clinic
90114,Employee Health
75252,Heart Failure Mgt Program
94714,Inf Prev
77302,Psych/SW
93119,BHS Contract
73000,Blood Bank
92373,Chaplaincy
79819,Sleep Study
80005,800 Dietary
91811,Chaplain
73415,MRI
73815,Pulmonary Lab
90110,Employee Health
91132,Colleton Medical Center
94208,FANS
94224,Education Direct
92258,Lactation
96601,Bariatrics
77512,Nutrition
91131,Highlands Regional Medical Cen
95904,Case Mgmt   Psych
79920,Lactation SMC
69341,4th Floor/Rehab
70311,Open Heart
83522,Security
67511,NICU
91505,Employer Outreach Services
77707,Wound Care
76009,76009 NCD OCC MED
73750,Microbiology CCMC
87008,Fawcett Memorial Hospital
92407,Employee Health
73414,MRI
91927,Timpanogos Regional Medical Ct
95242,Infection Prevention
77113,Cyberknife
93400,Rehab
88010,Nurse Navigators
93888,Employee Health
80722,EMT Institute
73221,Pathology
71151,Pharmacy North
94726,Infection Prevention
94105,Clinical Resources
91924,Park Plaza
80901,Phlebotomy
80110,Diabetes Education
76015,IOP
82614,Infection Control Risk Mgmt
77765,Rehab PT & OT
78801,Intern
81703,Employee Infection Cntrl
85822,Dietitians
91526,Trauma
94721,Infection Control
71907,Bariatric
93352,Cardiac Admin
92232,Meadows Regional Med Center
91804,91804 CHAPLAIN
91627,Mountain View Hospital
94204,Navigator
66127,High Risk Perinatal Unit
91930,Northside Hospital
73206,Pathology
96659,Infection Control
70612,First Assist
76051,PFT Lab
74420,TMC EKG
72503,72503 IMAGING MA
66118,Antepartum
63515,ICU Burn
61019,Medical / Surgical Unit
71111,PACU CV
65162,ICU 2 North
60224,Float Pool
65603,Psych Adult 1
88252,Pre-Admission
60235,Float Pool
65712,65712 SC PEDS B
77040,Enterostomal
78523,Ambulatory Care
78614,Ambulatory Care Services
60278,Nursing Float
77755,Wound Management
62543,PCU Parham
63134,A2IMCU
60210,Registered Nurse Float Pool
73306,Endoscopy/GI
64081,Pediatrics Med Surg
65084,ICU
60281,Float Pool
77013,Wound Healing Forest
64913,Admissions Nurses
72434,Same Day Surgery
60717,ED Float Pool
62009,Neuroscience
72410,PreOp Assessment Clinic
78129,NEER
69826,Holding Pre OP
60200,Float Pool
65905,Adult Trauma
70463,Recovery Room
78622,One Day Surgery
63502,Cardiac Stepdown
70421,Post Anesthesia Care Unit
73355,Endoscopy
77306,Cardiovascular Recovery Unit
63813,Adult Inpatient
69509,Transplant ICU
60702,Post Intervention Unit
63640,Stepdown
78659,Day Surgery
65003,ICU 2
67702,Neuro Trauma ICU
77311,CDU
61313,4 Central-Pulmonary Stepdown
65318,Coronary Care Department
75503,Wound Care
65313,MSICU
70301,CV OR
78510,Day Surgery
73317,GI
65074,ICU
78142,Wellen Park FSER
65818,Intensive Treatment Unit
70455,Recovery Room
61503,Med Surg III
78922,FSED Olathe
74229,Cardiac Rehab
78630,Outpatient Clinic
63413,2 SW Neuro Stepdown
60319,Float Pool
61809,Joint Ortho
66526,Psychiatric care unit - Adult
71611,Infusion Center
73374,Endoscopy
75520,SMC Outpatient Wound Care
70816,Labor Delivery
71120,SMC PACU
78562,Ambulatory Care Unit
78420,TMC ACC
60718,6W Oncology
61263,Womens
74924,Hemodialysis
65560,Surgical Trauma ICU
61318,2C Tele/Resp/COPD/CHF
61060,1100s Acute Inpatient
63142,PCU
61777,3 North
65377,CVICU
65537,JW ICU
78605,Surgery Center (OPS)
78273,IRU Pre & Post Care
74206,74206 REHAB CARDIAC
64610,Pediatrics Surgical
60219,VVMC Float
60237,Nursing Float
64609,Ped CHSU
65240,Neuro Critical Care Unit
67008,Nursery
63030,Trauma Stepdown Unit
74230,Cardiac Rehab
89018,Rapid Response
70837,JW OB
70435,Recovery Room
72718,Rad Spec Proc
72255,Anesthesia
70527,Cardiac Cath Holding
65930,GeroPsych
74668,Cath Lab
79503,PBED WS
62502,Antepartum
63534,A1ICU
61522,4 South
61610,Orthopedic Spine Center
60222,Nursing Float Med Surg
70732,Labor and Delivery
67012,Nursery - Level I
95215,BHC Intake & Assessment
70313,F Open Heart
65328,CCU
74205,74205 REHAB CARDIAC
71360,Endoscopy
66515,BHC Adult East
78706,SDS Pre-Testing
64573,NSG - PICU
61521,Orthopedic Specialty Center
70017,GYN PACU
78515,Day Surgery
65325,Cardiac Surgical IMC
61512,PCU
79085,Copperfield FSED
64509,Pediatric ICU
65416,CVICU
70628,Ambulatory Surgery WH
71110,1HV Chest Pain Center
70419,PACU
61359,Medical/Surgical Unit #3
74925,Hemo Dialysis
65623,Psychology
84702,Cath Lab Holding
78607,PAT/SDS
65715,BHC Adolescent North
79773,HPLong GYN Clinic
61660,2200s Acute Inpatient
64053,Pediatric Unit
78278,Outpatient Services
63206,IMC
74682,Cardiac Cath
77023,Oncology
70437,Recovery Unit
60641,Superflex/Float Pool
60236,Nursing Float
67021,Well Baby Nursery
60408,Burn Float Pool
62109,Med/Surg
66711,BHU 2
78578,FSED - Leander
75120,Enterostomal Therapy
71510,IV Administration - PICC
78552,Lutz FSED
77685,FSED FRY RD 290
78723,Congestive Heart Failure
78755,CIR Recovery
63623,CVICU
78682,Short stay Pre & Post
61285,Med Surg 6
64927,MCC Spec Res Unit
63911,NVPCU
71912,71912 INFUSION OP HOPE
66481,OB IMC
63120,SMC PCU
60208,Nursing Staffing Pool
64512,PICU
77704,Wound Care
94427,Discharge Hub
65542,ICU
60505,3N Med/Surg
65807,Tucker 2N Senior Transition
60106,Nursing Float Pool
77015,"S&J PAT, Preadmission Testing"
70823,Labor and Delivery
63611,CVPCU
65119,ICU Orientation
66037,Obstetrics
64817,Neurotrauma
60252,Nursing Float Pool
70331,CVOR
72710,Angiography
70429,Recovery
67519,NICU
70352,CVOR
65605,Adult Inpatient
70781,OB ED
70462,PACU
67077,Nursery
73325,Endoscopy Room
60226,Float Pool
60229,Float Pool
79011,PBED ED/Pharm/EVS
86158,Rapid Response Team
63430,PCU
64518,PICU
66032,Women Services-Post Partum
70778,Labor   Delivery Ob
74929,HemoDialysis
61180,Ortho/Med Surg
70492,Recovery
60230,Nursing Float Pool
63316,Patient Unit 4N PCU
62511,Adult Rapid Response
77563,Pre Admit Testing
78426,FSED NE
73122,NICU Transport
78452,Palm Harbor FSED
72411,Discharge Care Center
70321,Pre Admission Testing
73332,GI Lab
67032,Nursery Care
67063,Nursery
63116,2 North
61058,Med Surg Overflow 4 south
78263,RGRH 24HR EC Nursing-Edinburg
66001,Post Partum
65334,A2ICU
60202,Nursing Float Pool
63311,Cardiac 4
70540,Cath Holding
77510,Electrophysiology Lab
70874,L & D
61009,Diabetic/Endocrine Unit
64553,Pediatric Intensive Care Unit
73313,Endoscopy
79034,North Lakeland  FSED
73334,Endoscopy Lab
61617,IP Wound
72153,Neonatal Central Line Team
66314,GeriPsych
77530,Electrophysiology Lab
63027,"Intermediate Med Surg, 4C & 7C"
66911,BHU 3
66329,PICC Team
71629,IV Therapy
74940,Hemodialysis
78716,Taylorsville FSED
67181,TRANS RN
61403,2 East Surgical
78480,Pre/Post Op
78105,FSED
62322,Rapid Response
67563,NICU
73386,Endoscopy
75515,Wound Care
78634,Day Surgery
63510,Cardiac Progressive Care Unit
64825,Resource Team
74908,Hemodialysis
65327,Surgical ICU
67419,Neo Natal ICU
61008,Med/Surg 4th Fl
62507,CDU
71930,PICC Team
66130,Ante Partum
78279,EP Pre/Post
